Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,1790305,-,-,Synpcc7942_1718,glycolate oxidase subunit GlcE
NC_007604,1791796,-,-,Synpcc7942_1719,isocitrate dehydrogenase
NC_007604,1791952,+,-,Synpcc7942_1720,hypothetical protein
NC_007604,1793916,-,-,Synpcc7942_1721,PBS lyase
NC_007604,1795228,-,-,Synpcc7942_1722,thiosulfate-binding protein
NC_007604,1795482,+,-,Synpcc7942_1723,carotene isomerase
NC_007604,1797390,-,-,Synpcc7942_1724,hypothetical protein
NC_007604,1797616,+,-,Synpcc7942_1725,GntR family transcriptional regulator
NC_007604,1799610,-,lspA,Synpcc7942_1726,lipoprotein signal peptidase
NC_007604,1800219,-,-,Synpcc7942_1727,BioY protein
NC_007604,1800372,+,-,Synpcc7942_1728,hypothetical protein
NC_007604,1800893,+,-,Synpcc7942_1729,potassium-transporting ATPase D chain
NC_007604,1802050,+,-,Synpcc7942_1730,hypothetical protein
NC_007604,1803171,-,-,Synpcc7942_1731,hypothetical protein
NC_007604,1803578,-,-,Synpcc7942_1732,hypothetical protein
NC_007604,1804288,-,-,Synpcc7942_1733,transcriptional regulator
NC_007604,1804314,+,-,Synpcc7942_1734,ferredoxin-thioredoxin reductase catalytic chain
NC_007604,1804805,+,-,Synpcc7942_1735,cysteine desulfurase
NC_007604,1806245,+,-,Synpcc7942_1736,Iron-regulated ABC transporter ATPase subunit SufC
NC_007604,1807075,+,-,Synpcc7942_1737,iron ABC transporter permease
NC_007604,1808413,+,-,Synpcc7942_1738,cysteine desulfurase
NC_007604,1809717,+,-,Synpcc7942_1739,MerR family transcriptional regulator
NC_007604,1811088,-,murB,Synpcc7942_1740,UDP-N-acetylenolpyruvoylglucosamine reductase
NC_007604,1812632,-,murC,Synpcc7942_1741,UDP-N-acetylmuramate--L-alanine ligase
NC_007604,1812814,+,-,Synpcc7942_1742,glyceraldehyde-3-phosphate dehydrogenase
NC_007604,1814092,+,-,Synpcc7942_1743,NAD(P)H-quinone oxidoreductase subunit H
NC_007604,1815423,+,-,Synpcc7942_1744,hypothetical protein
NC_007604,1816393,-,-,Synpcc7942_1745,hypothetical protein
NC_007604,1817569,-,-,Synpcc7942_1746,group2 RNA polymerase sigma factor SigB
NC_007604,1818962,-,-,Synpcc7942_1747,hypothetical protein
NC_007604,1819751,-,-,Synpcc7942_1748,hypothetical protein
NC_007604,1820146,-,-,Synpcc7942_1749,ferredoxin
NC_007604,1820574,-,-,Synpcc7942_1750,hypothetical protein
NC_007604,1820778,-,-,Synpcc7942_1751,hypothetical protein
NC_007604,1821770,-,-,Synpcc7942_1752,hypothetical protein
NC_007604,1822354,-,-,Synpcc7942_1753,hypothetical protein
NC_007604,1822497,-,-,Synpcc7942_1754,hypothetical protein
NC_007604,1824227,-,-,Synpcc7942_1755,hypothetical protein
NC_007604,1824511,-,-,Synpcc7942_1756,hypothetical protein
NC_007604,1824648,+,-,Synpcc7942_1757,hypothetical protein
NC_007604,1826267,-,-,Synpcc7942_1758,ribosomal RNA large subunit methyltransferase N
NC_007604,1826452,-,-,Synpcc7942_1759,CAB/ELIP/HLIP-like protein
NC_007604,1826528,+,-,Synpcc7942_1760,L-alanine dehydrogenase
NC_007604,1827800,+,-,Synpcc7942_1761,hypothetical protein
NC_007604,1829531,+,-,Synpcc7942_1762,hypothetical protein
NC_007604,1831028,+,-,Synpcc7942_1763,inositol monophosphatase
NC_007604,1831862,+,-,Synpcc7942_1764,hypothetical protein
NC_007604,1832958,-,-,Synpcc7942_1765,hypothetical protein
NC_007604,1834029,-,-,Synpcc7942_1766,cytochrome d ubiquinol oxidase subunit II
NC_007604,1835490,-,-,Synpcc7942_1767,cytochrome oxidase d subunit I
NC_007604,1835596,+,-,Synpcc7942_1768,hypothetical protein
NC_007604,1836408,+,-,Synpcc7942_1769,hypothetical protein
NC_007604,1837047,-,-,Synpcc7942_1770,hypothetical protein
NC_007604,1837162,+,-,Synpcc7942_1771,signal recognition particle subunit FFH/SRP54 (srp54)
NC_007604,1838756,+,rpsP,Synpcc7942_1772,30S ribosomal protein S16
NC_007604,1839008,+,-,Synpcc7942_1773,hypothetical protein
NC_007604,1839385,+,rpsU,Synpcc7942_1774,30S ribosomal protein S21
NC_007604,1839685,+,-,Synpcc7942_1775,phosphate starvation-induced protein
NC_007604,1840742,+,-,Synpcc7942_1776,hypothetical protein
NC_007604,1841045,+,-,Synpcc7942_1777,hypothetical protein
NC_007604,1843869,-,-,Synpcc7942_1778,hypothetical protein
NC_007604,1843941,+,-,Synpcc7942_1779,DNA repair protein RecN
NC_007604,1845760,+,mutL,Synpcc7942_1780,DNA mismatch repair protein
NC_007604,1847808,-,-,Synpcc7942_1781,hypothetical protein
NC_007604,1849121,-,-,Synpcc7942_1782,threonine synthase
NC_007604,1849303,+,-,Synpcc7942_1783,hypothetical protein
NC_007604,1852475,+,-,Synpcc7942_1784,RNA polymerase sigma factor SigF
NC_007604,1853718,-,-,Synpcc7942_1785,hypothetical protein
NC_007604,1854250,-,-,Synpcc7942_1786,hypothetical protein
NC_007604,1854729,-,-,Synpcc7942_1787,SUF system FeS assembly protein
NC_007604,1855124,+,-,Synpcc7942_1788,hypothetical protein
NC_007604,1860032,+,-,Synpcc7942_1789,molecular chaperone DnaJ
NC_007604,1861019,+,-,Synpcc7942_1790,DNA adenine methylase
NC_007604,1863066,-,-,Synpcc7942_1791,hypothetical protein
NC_007604,1863290,+,-,Synpcc7942_1792,delta-aminolevulinic acid dehydratase
NC_007604,1864368,+,-,Synpcc7942_1793,thioredoxin
NC_007604,1864768,+,-,Synpcc7942_1794,succinyldiaminopimelate transaminase
NC_007604,1866443,-,smpB,Synpcc7942_1795,SsrA-binding protein
NC_007604,1866749,-,-,Synpcc7942_1796,hypothetical protein
NC_007604,1866873,+,-,Synpcc7942_1797,hypothetical protein
NC_007604,1867864,+,-,Synpcc7942_1798,hypothetical protein
NC_007604,1868782,+,-,Synpcc7942_1799,hydrogenase expression/formation protein HypE
NC_007604,1869943,+,-,Synpcc7942_1800,hypothetical protein
NC_007604,1870692,+,-,Synpcc7942_1801,hypothetical protein
NC_007604,1873145,-,-,Synpcc7942_1802,response regulator receiver domain-containing protein
NC_007604,1873782,-,-,Synpcc7942_1803,ferric uptake regulator family protein
NC_007604,1874397,-,-,Synpcc7942_1804,hypothetical protein
NC_007604,1875253,-,-,Synpcc7942_1805,HetI protein-like protein
NC_007604,1875268,+,-,Synpcc7942_1806,bacterioferritin comigratory protein
NC_007604,1875791,+,-,Synpcc7942_1807,mutator MutT-like protein
NC_007604,1876959,-,-,Synpcc7942_1808,pantothenate kinase
NC_007604,1877025,+,-,Synpcc7942_1809,flavoprotein
NC_007604,1878956,+,-,Synpcc7942_1810,flavoprotein
NC_007604,1880981,+,-,Synpcc7942_1811,diguanylate cyclase
NC_007604,1884374,-,-,Synpcc7942_1812,hypothetical protein
NC_007604,1886350,-,-,Synpcc7942_1813,heat shock protein 90
NC_007604,1887205,-,-,Synpcc7942_1814,cyclic nucleotide-binding protein
NC_007604,1888451,-,-,Synpcc7942_1815,response regulator receiver domain-containing protein
NC_007604,1891377,-,-,Synpcc7942_1816,periplasmic sensor hybrid histidine kinase
NC_007604,1891788,-,-,Synpcc7942_1817,response regulator receiver domain-containing protein
NC_007604,1892208,-,-,Synpcc7942_1818,hypothetical protein
NC_007604,1892346,+,-,Synpcc7942_1819,hypothetical protein
NC_007604,1893754,-,-,Synpcc7942_1820,hypothetical protein
NC_007604,1893811,+,-,Synpcc7942_1821,hypothetical protein
NC_007604,1894269,+,-,Synpcc7942_1822,hypothetical protein
NC_007604,1895159,-,-,Synpcc7942_1823,PBS lyase
NC_007604,1895630,-,-,Synpcc7942_1824,hypothetical protein
NC_007604,1895707,+,-,Synpcc7942_1825,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NC_007604,1897163,-,-,Synpcc7942_1826,mRNA-binding protein
NC_007604,1897285,+,-,Synpcc7942_1827,hypothetical protein
NC_007604,1897914,+,-,Synpcc7942_1828,hypothetical protein
NC_007604,1898205,+,-,Synpcc7942_1829,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NC_007604,1899554,-,-,Synpcc7942_1830,thioredoxin
NC_007604,1901019,-,-,Synpcc7942_1831,inosine 5-monophosphate dehydrogenase
NC_007604,1901611,-,-,Synpcc7942_1832,hypothetical protein
NC_007604,1901772,+,-,Synpcc7942_1833,hypothetical protein
NC_007604,1902530,+,-,Synpcc7942_1834,hypothetical protein
NC_007604,1903031,+,-,Synpcc7942_1835,hypothetical protein
NC_007604,1904029,-,-,Synpcc7942_1836,hypothetical protein
NC_007604,1904430,-,-,Synpcc7942_1837,hypothetical protein
NC_007604,1905957,-,-,Synpcc7942_1838,light-independent protochlorophyllide reductase subunit B
NC_007604,1906834,-,-,Synpcc7942_1839,hypothetical protein
NC_007604,1907426,-,-,Synpcc7942_1840,hypothetical protein
NC_007604,1908878,-,-,Synpcc7942_1841,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NC_007604,1908945,+,-,Synpcc7942_1842,transposase IS605
NC_007604,1911034,-,-,Synpcc7942_1843,hypothetical protein
NC_007604,1911558,-,-,Synpcc7942_1844,7-cyano-7-deazaguanine reductase
NC_007604,1911652,+,-,Synpcc7942_1845,hypothetical protein
NC_007604,1913855,-,-,Synpcc7942_1846,hypothetical protein
NC_007604,1914755,-,-,Synpcc7942_1847,dihydrodipicolinate synthase
NC_007604,1916038,-,-,Synpcc7942_1848,aspartate-semialdehyde dehydrogenase
NC_007604,1916613,+,-,Synpcc7942_1849,RNA polymerase sigma factor SigC
NC_007604,1919099,-,-,Synpcc7942_1850,"precorrin-6Y C5,15-methyltransferase"
NC_007604,1919185,+,-,Synpcc7942_1851,ferredoxin--nitrite reductase
NC_007604,1920828,+,cobH,Synpcc7942_1852,precorrin-8X methylmutase
NC_007604,1921478,+,-,Synpcc7942_1853,cobalt-factor II C20-methyltransferase / precorrin-2 C20-methyltransferase
NC_007604,1922179,+,-,Synpcc7942_1854,precorrin-3 methyltransferase
NC_007604,1923883,+,-,Synpcc7942_1855,"cobyrinic acid a,c-diamide synthase"
NC_007604,1925324,+,-,Synpcc7942_1856,tRNA-adenosine deaminase
NC_007604,1926701,-,-,Synpcc7942_1857,3-hydroxyacid dehydrogenase
NC_007604,1926831,+,-,Synpcc7942_1858,Heme oxygenase (decyclizing)
NC_007604,1927733,+,-,Synpcc7942_1859,PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase
NC_007604,1931182,-,-,Synpcc7942_1860,LuxR family transcriptional regulator
NC_007604,1932605,-,-,Synpcc7942_1861,periplasmic binding protein of ABC transporter for natural amino acids
NC_007604,1932740,+,-,Synpcc7942_1862,hypothetical protein
NC_007604,1933701,+,-,Synpcc7942_1863,HemK family modification methylase
NC_007604,1934588,+,-,Synpcc7942_1864,hypothetical protein
NC_007604,1935472,+,ppnK,Synpcc7942_1865,inorganic polyphosphate/ATP-NAD kinase
NC_007604,1936799,-,-,Synpcc7942_1866,hypothetical protein
NC_007604,1936937,+,-,Synpcc7942_1867,deoxyribodipyrimidine photo-lyase
NC_007604,1937822,+,-,Synpcc7942_1868,hypothetical protein
NC_007604,1941534,-,-,Synpcc7942_1869,cation efflux system protein
NC_007604,1942887,-,-,Synpcc7942_1870,secretion protein HlyD
NC_007604,1943308,+,-,Synpcc7942_1871,hypothetical protein
NC_007604,1943951,+,-,Synpcc7942_1872,histidine kinase
NC_007604,1945396,+,-,Synpcc7942_1873,two component transcriptional regulator
NC_007604,1946624,-,-,Synpcc7942_1874,"RNA methyltransferase TrmH, group 2"
NC_007604,1948101,-,-,Synpcc7942_1875,hypothetical protein
NC_007604,1948583,-,-,Synpcc7942_1876,hypothetical protein
NC_007604,1950663,-,-,Synpcc7942_1877,transglutaminase-like protein
NC_007604,1951652,-,-,Synpcc7942_1878,hypothetical protein
NC_007604,1952587,-,-,Synpcc7942_1879,MoxR protein-like protein
NC_007604,1952819,+,-,Synpcc7942_1880,hypothetical protein
NC_007604,1954726,-,-,Synpcc7942_1881,L-aspartate oxidase
NC_007604,1955289,-,psbU,Synpcc7942_1882,photosystem II complex extrinsic protein U
NC_007604,1956126,-,-,Synpcc7942_1883,hypothetical protein
NC_007604,1956647,-,-,Synpcc7942_1884,bifunctional ADP-heptose synthase
NC_007604,1957411,-,-,Synpcc7942_1885,HAD family hydrolase
NC_007604,1957417,+,-,Synpcc7942_1886,exonuclease RecJ
NC_007604,1959524,+,-,Synpcc7942_1887,mannosyltransferase
NC_007604,1960851,+,-,Synpcc7942_1888,hypothetical protein
NC_007604,1963582,-,-,Synpcc7942_1889,hypothetical protein
NC_007604,1963748,+,-,Synpcc7942_1890,hypothetical protein
NC_007604,1964412,+,-,Synpcc7942_1891,hypothetical protein
NC_007604,1964969,+,-,Synpcc7942_1892,rhodanese-like protein
NC_007604,1966530,-,-,Synpcc7942_1893,ATPase
NC_007604,1967599,-,-,Synpcc7942_1894,integral membrane protein of the ABC-type Nat permease for neutral amino acids
NC_007604,1967770,+,-,Synpcc7942_1895,hypothetical protein
NC_007604,1969898,-,argJ,Synpcc7942_1896,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
NC_007604,1970821,-,-,Synpcc7942_1897,transcripton factor DevT-like protein
NC_007604,1972228,-,-,Synpcc7942_1898,isopropylmalate isomerase large subunit
NC_007604,1972778,-,-,Synpcc7942_1899,hypothetical protein
NC_007604,1972727,+,dcd,Synpcc7942_1900,deoxycytidine triphosphate deaminase
NC_007604,1975839,-,-,Synpcc7942_1901,glycosyltransferase
NC_007604,1976978,-,-,Synpcc7942_1902,glycosyltransferase
NC_007604,1978128,-,-,Synpcc7942_1903,hypothetical protein
NC_007604,1979495,-,-,Synpcc7942_1904,hemolysin secretion protein-like protein
NC_007604,1982498,-,-,Synpcc7942_1905,cyclic nucleotide-binding protein
NC_007604,1983253,-,-,Synpcc7942_1906,hypothetical protein
NC_007604,1984493,-,-,Synpcc7942_1907,magnesium-protoporphyrin IX monomethyl ester cyclase
NC_007604,1985081,-,-,Synpcc7942_1908,hypothetical protein
NC_007604,1985738,-,-,Synpcc7942_1909,hypothetical protein
NC_007604,1986379,-,-,Synpcc7942_1910,aromatic acid decarboxylase
NC_007604,1988637,-,-,Synpcc7942_1911,cold shock protein
NC_007604,1989639,-,-,Synpcc7942_1912,phosphate uptake regulator PhoU
NC_007604,1989729,+,psaM,Synpcc7942_1912a,photosystem I reaction center subunit XII
NC_007604,1989858,+,-,Synpcc7942_1913,hypothetical protein
NC_007604,1990394,+,-,Synpcc7942_1914,hypothetical protein
NC_007604,1991412,-,-,Synpcc7942_1915,chorismate mutase
NC_007604,1992281,-,-,Synpcc7942_1916,signal peptide peptidase A
NC_007604,1992369,+,-,Synpcc7942_1917,permease of the drug/metabolite transporter
NC_007604,1993521,+,-,Synpcc7942_1918,UDP-glucose:tetrahydrobiopterin glucosyltransferase
NC_007604,1995334,-,-,Synpcc7942_1919,XRE family transcriptional regulator
NC_007604,1998193,-,leuS,Synpcc7942_1920,leucyl-tRNA synthetase
NC_007604,1998203,+,-,Synpcc7942_1921,hypothetical protein
NC_007604,1999156,-,-,Synpcc7942_1922,transmembrane transcriptional regulator
NC_007604,1999999,-,-,Synpcc7942_1923,RNA polymerase sigma factor RpoE
NC_007604,2000732,-,-,Synpcc7942_1924,hypothetical protein
NC_007604,2001583,-,-,Synpcc7942_1925,peptidase
NC_007604,2001940,-,hfq,Synpcc7942_1926,"Hfq, RNA chaperone"
NC_007604,2001982,+,dapF,Synpcc7942_1927,diaminopimelate epimerase
NC_007604,2002837,+,-,Synpcc7942_1928,hypothetical protein
NC_007604,2003133,+,-,Synpcc7942_1929,cysteine desulfurase
NC_007604,2004305,+,-,Synpcc7942_1930,hypothetical protein
NC_007604,2005055,+,-,Synpcc7942_1931,serine/threonine protein phosphatase
NC_007604,2006047,+,-,Synpcc7942_1932,hypothetical protein
NC_007604,2006589,+,-,Synpcc7942_1933,isopentenyl pyrophosphate isomerase
NC_007604,2007641,+,-,Synpcc7942_1934,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
NC_007604,2010020,-,-,Synpcc7942_1935,type 4 prepilin peptidase 1. Aspartic peptidase. MEROPS family A24A
NC_007604,2010268,-,-,Synpcc7942_1936,hypothetical protein
NC_007604,2011127,-,-,Synpcc7942_1937,peptide methionine sulfoxide reductase
NC_007604,2012275,-,-,Synpcc7942_1938,multidrug-efflux transporter
NC_007604,2012363,+,-,Synpcc7942_1939,glyceraldehyde-3-phosphate dehydrogenase
NC_007604,2013361,+,-,Synpcc7942_1940,membrane transporter
NC_007604,2014681,+,-,Synpcc7942_1941,hypothetical protein
NC_007604,2015645,+,-,Synpcc7942_1942,bacterioferritin comigratory protein-like protein
NC_007604,2018038,-,-,Synpcc7942_1943,cell division protein Ftn2-like protein
NC_007604,2018373,+,-,Synpcc7942_1944,pyruvate dehydrogenase (lipoamide)
NC_007604,2021429,-,uvrC,Synpcc7942_1945,excinuclease ABC subunit C
NC_007604,2021972,-,-,Synpcc7942_1946,hypothetical protein
NC_007604,2023540,-,-,Synpcc7942_1947,hypothetical protein
NC_007604,2023694,+,-,Synpcc7942_1948,hypothetical protein
NC_007604,2024003,+,-,Synpcc7942_1949,hypothetical protein
NC_007604,2024371,+,-,Synpcc7942_1950,hypothetical protein
NC_007604,2024732,+,-,Synpcc7942_1951,hypothetical protein
NC_007604,2025281,+,-,Synpcc7942_R0002,Ser tRNA
NC_007604,2025366,+,-,Synpcc7942_1952,hypothetical protein
NC_007604,2026179,-,-,Synpcc7942_1953,6-pyruvoyl tetrahydrobiopterin synthase
NC_007604,2027870,-,pyrG,Synpcc7942_1954,CTP synthetase
NC_007604,2027929,+,-,Synpcc7942_1955,hypothetical protein
NC_007604,2028196,+,-,Synpcc7942_1956,acetyl-CoA carboxylase subunit beta
NC_007604,2029761,-,-,Synpcc7942_1957,cyclic nucleotide-binding protein
NC_007604,2030133,-,-,Synpcc7942_1958,hypothetical protein
NC_007604,2030340,+,-,Synpcc7942_1959,prolyl-tRNA synthetase
NC_007604,2032696,-,-,Synpcc7942_1960,hypothetical protein
NC_007604,2032854,+,-,Synpcc7942_1961,ferripyochelin binding protein
NC_007604,2033433,+,-,Synpcc7942_1962,photosystem II PsbY protein
NC_007604,2034767,-,-,Synpcc7942_1963,hypothetical protein
NC_007604,2035713,-,ubiA,Synpcc7942_1964,4-hydroxybenzoate polyprenyltransferase
NC_007604,2035730,+,-,Synpcc7942_1965,exopolyphosphatase
NC_007604,2037413,+,-,Synpcc7942_1966,hypothetical protein
NC_007604,2037772,+,-,Synpcc7942_1967,undecaprenyl pyrophosphate phosphatase
NC_007604,2038685,+,-,Synpcc7942_1968,hypothetical protein
NC_007604,2040474,+,-,Synpcc7942_1969,transcriptional regulator AbrB
NC_007604,2041484,-,-,Synpcc7942_1970,N-acyl-L-amino acid amidohydrolase
NC_007604,2042239,-,-,Synpcc7942_1971,"peptidase M20D, amidohydrolase"
NC_007604,2043143,-,-,Synpcc7942_1972,TPR repeat-containing protein
NC_007604,2044320,-,-,Synpcc7942_1973,mannose-1-phosphate guanylyltransferase
NC_007604,2045326,-,-,Synpcc7942_1974,condensin subunit ScpA
NC_007604,2045792,-,-,Synpcc7942_1975,hypothetical protein
NC_007604,2047397,-,-,Synpcc7942_1976,NAD(P)H-quinone oxidoreductase subunit 4
NC_007604,2049564,-,-,Synpcc7942_1977,NAD(P)H-quinone oxidoreductase subunit F
NC_007604,2049980,-,-,Synpcc7942_1978,thioredoxin
NC_007604,2050736,-,-,Synpcc7942_1979,hypothetical protein
NC_007604,2050905,+,-,Synpcc7942_1980,LysR family transcriptional regulator
NC_007604,2052499,-,-,Synpcc7942_1981,hypothetical protein
NC_007604,2052831,-,-,Synpcc7942_1982,NADH dehydrogenase I subunit M
NC_007604,2052981,+,-,Synpcc7942_1983,zeta-carotene desaturase / three-step phytoene desaturase
NC_007604,2054406,+,-,Synpcc7942_1984,phytoene synthase
NC_007604,2056338,-,-,Synpcc7942_1985,hypothetical protein
NC_007604,2057788,-,-,Synpcc7942_1986,processing protease
NC_007604,2057819,+,-,Synpcc7942_1987,hypothetical protein
NC_007604,2059857,-,-,Synpcc7942_1988,hypothetical protein
NC_007604,2060864,-,-,Synpcc7942_1989,cation diffusion facilitator family transporter
NC_007604,2061527,-,-,Synpcc7942_1990,hypothetical protein
NC_007604,2062321,-,-,Synpcc7942_1991,large conductance mechanosensitive channel protein
NC_007604,2063434,-,-,Synpcc7942_1992,translation initiation factor 2B subunit I
NC_007604,2063554,+,-,Synpcc7942_1993,methylthioribulose-1-phosphate dehydratase
NC_007604,2064180,+,-,Synpcc7942_1994,"2,3-diketo-5-methylthio-1-phosphopentane phosphatase"
NC_007604,2065564,-,-,Synpcc7942_1995,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
NC_007604,2066009,-,-,Synpcc7942_1996,hypothetical protein
NC_007604,2066370,-,-,Synpcc7942_1997,high light-inducible protein
NC_007604,2066556,+,-,Synpcc7942_1998,hypothetical protein
NC_007604,2067830,-,-,Synpcc7942_1999,RNA-binding region RNP-1
NC_007604,2070180,-,-,Synpcc7942_2000,penicillin-binding protein 1A
NC_007604,2071166,-,minC,Synpcc7942_2001,septum formation inhibitor
NC_007604,2071335,+,-,Synpcc7942_2002,hypothetical protein
NC_007604,2072093,+,-,Synpcc7942_2003,hypothetical protein
NC_007604,2073028,+,-,Synpcc7942_2004,RNA polymerase sigma factor
NC_007604,2073628,+,-,Synpcc7942_2005,hypothetical protein
NC_007604,2075284,-,-,Synpcc7942_2006,hypothetical protein
NC_007604,2075781,-,coaD,Synpcc7942_2007,phosphopantetheine adenylyltransferase
NC_007604,2075871,+,-,Synpcc7942_2008,hypothetical protein
